cycle,time_range,wind_ms,temp_air_c,temp_pv_c,irradiance_poa_wm2,p_431_mw,q_431_mvar,p_calc_irr_mw,p_meter_431_mw,dhd_mw,a0_mw,selected_mw,dev_dhd_pct,dev_a0_pct,p_setpoint_agc_mw,p_curtail_mw,evaluation,date,source_file,datetime,month,day,hour,minute,day_of_year,is_daytime,hour_float,hour_sin,hour_cos,doy_sin,doy_cos,irradiance_poa_wm2_lag1,irradiance_poa_wm2_lag2,temp_air_c_lag1,temp_pv_c_lag1,wind_ms_lag1,p_meter_431_mw_lag1
1,00:00 - 00:30,1.2,24.1,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 00:00:00,3,1,0,0,60,False,0.0,0.0,1.0,0.8584015232918917,0.512978386299228,,,,,,
2,00:30 - 01:00,1.3,23.8,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 00:30:00,3,1,0,30,60,False,0.5,0.13052619222005157,0.9914448613738104,0.8584015232918917,0.512978386299228,0.0,,24.1,22.5,1.2,0.0
3,01:00 - 01:30,1.1,23.6,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 01:00:00,3,1,1,0,60,False,1.0,0.25881904510252074,0.9659258262890683,0.8584015232918917,0.512978386299228,0.0,0.0,23.8,22.3,1.3,0.0
4,01:30 - 02:00,1.6,23.6,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 01:30:00,3,1,1,30,60,False,1.5,0.3826834323650898,0.9238795325112867,0.8584015232918917,0.512978386299228,0.0,0.0,23.6,22.1,1.1,0.0
5,02:00 - 02:30,1.4,23.4,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 02:00:00,3,1,2,0,60,False,2.0,0.49999999999999994,0.8660254037844387,0.8584015232918917,0.512978386299228,0.0,0.0,23.6,22.0,1.6,0.0
6,02:30 - 03:00,1.1,23.3,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 02:30:00,3,1,2,30,60,False,2.5,0.6087614290087207,0.7933533402912352,0.8584015232918917,0.512978386299228,0.0,0.0,23.4,21.9,1.4,0.0
7,03:00 - 03:30,0.9,23.1,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 03:00:00,3,1,3,0,60,False,3.0,0.7071067811865476,0.7071067811865476,0.8584015232918917,0.512978386299228,0.0,0.0,23.3,21.7,1.1,0.0
8,03:30 - 04:00,1.4,22.9,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 03:30:00,3,1,3,30,60,False,3.5,0.7933533402912352,0.6087614290087207,0.8584015232918917,0.512978386299228,0.0,0.0,23.1,21.6,0.9,0.0
9,04:00 - 04:30,0.9,23.5,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 04:00:00,3,1,4,0,60,False,4.0,0.8660254037844386,0.5000000000000001,0.8584015232918917,0.512978386299228,0.0,0.0,22.9,21.6,1.4,0.0
10,04:30 - 05:00,1.8,22.8,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 04:30:00,3,1,4,30,60,False,4.5,0.9238795325112867,0.38268343236508984,0.8584015232918917,0.512978386299228,0.0,0.0,23.5,21.9,0.9,0.0
11,05:00 - 05:30,0.9,22.5,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 05:00:00,3,1,5,0,60,False,5.0,0.9659258262890683,0.25881904510252074,0.8584015232918917,0.512978386299228,0.0,0.0,22.8,21.3,1.8,0.0
12,05:30 - 06:00,0.5,22.2,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 05:30:00,3,1,5,30,60,False,5.5,0.9914448613738104,0.1305261922200517,0.8584015232918917,0.512978386299228,0.0,0.0,22.5,21.2,0.9,0.0
13,06:00 - 06:30,0.6,22.2,22.1,16.4,0.0,0.0,0.0,0.46592,0.836,0.266,0.266,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 06:00:00,3,1,6,0,60,False,6.0,1.0,6.123233995736766e-17,0.8584015232918917,0.512978386299228,0.0,0.0,22.2,21.4,0.5,0.0
14,06:30 - 07:00,0.6,22.5,22.8,99.1,1.6,3.1,3.7657999999999996,3.4508,4.863,2.761,2.761,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 06:30:00,3,1,6,30,60,True,6.5,0.9914448613738104,-0.1305261922200516,0.8584015232918917,0.512978386299228,16.4,0.0,22.2,22.1,0.6,0.46592
15,07:00 - 07:30,0.9,23.1,24.1,193.2,5.8,4.0,7.3416,8.524799999999999,9.99,6.859,6.859,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 07:00:00,3,1,7,0,60,True,7.0,0.9659258262890683,-0.25881904510252063,0.8584015232918917,0.512978386299228,99.1,16.4,22.5,22.8,0.6,3.4508
16,07:30 - 08:00,0.4,26.8,30.5,321.9,11.2,13.3,12.232199999999999,14.228,15.224,12.075,12.075,-40.6379882604928,-11.547800068671208,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 07:30:00,3,1,7,30,60,True,7.5,0.9238795325112868,-0.3826834323650895,0.8584015232918917,0.512978386299228,193.2,99.1,23.1,24.1,0.9,8.524799999999999
17,08:00 - 08:30,0.9,28.1,35.6,445.3,16.9,13.5,16.9214,19.466,20.074,17.202,17.202,-34.052856146654555,-14.873828406633029,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 08:00:00,3,1,8,0,60,True,8.0,0.8660254037844387,-0.4999999999999998,0.8584015232918917,0.512978386299228,321.9,193.2,26.8,30.5,0.4,14.228
18,08:30 - 09:00,1.2,29.9,42.0,568.8,21.6,14.1,21.614399999999996,24.034,24.338,21.881,21.881,-27.238970316085584,-14.393783773780457,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 08:30:00,3,1,8,30,60,True,8.5,0.7933533402912352,-0.6087614290087207,0.8584015232918917,0.512978386299228,445.3,321.9,28.1,35.6,0.9,19.466
19,09:00 - 09:30,2.1,30.1,46.4,677.3,25.9,11.6,25.737399999999997,27.678,27.993,25.747,25.747,-22.903207006146687,-13.042148779597005,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 09:00:00,3,1,9,0,60,True,9.0,0.7071067811865476,-0.7071067811865475,0.8584015232918917,0.512978386299228,568.8,445.3,29.9,42.0,1.2,24.034
20,09:30 - 10:00,2.3,30.3,48.4,774.0,28.9,12.0,29.412,30.71,30.989,28.881,28.881,-19.058785529715763,-10.959914320685424,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 09:30:00,3,1,9,30,60,True,9.5,0.6087614290087209,-0.793353340291235,0.8584015232918917,0.512978386299228,677.3,568.8,30.1,46.4,2.1,27.678
21,10:00 - 10:30,1.6,31.6,53.6,847.5,31.7,15.2,32.205,32.932,33.328,31.541,31.541,-16.940350877192994,-10.670175438596486,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 10:00:00,3,1,10,0,60,True,10.0,0.49999999999999994,-0.8660254037844387,0.8584015232918917,0.512978386299228,774.0,677.3,30.3,48.4,2.3,30.71
22,10:30 - 11:00,2.0,32.9,57.3,914.2,33.6,18.7,34.7396,34.591,35.008,33.884,33.884,-13.873044018929384,-10.216928231758553,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 10:30:00,3,1,10,30,60,True,10.5,0.3826834323650899,-0.9238795325112867,0.8584015232918917,0.512978386299228,847.5,774.0,31.6,53.6,1.6,32.932
23,11:00 - 11:30,1.5,33.6,58.7,957.6,34.9,18.9,36.3888,35.773,36.043,35.477,35.477,-11.926169590643257,-10.16854086971813,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 11:00:00,3,1,11,0,60,True,11.0,0.258819045102521,-0.9659258262890682,0.8584015232918917,0.512978386299228,914.2,847.5,32.9,57.3,2.0,34.591
24,11:30 - 12:00,1.8,33.8,58.5,984.4,35.8,13.1,37.407199999999996,36.501,36.437,36.208,36.208,-10.069211274834792,-9.37744605316624,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 11:30:00,3,1,11,30,60,True,11.5,0.130526192220052,-0.9914448613738104,0.8584015232918917,0.512978386299228,957.6,914.2,33.6,58.7,1.5,35.773
25,12:00 - 12:30,1.7,34.3,60.0,1004.7,37.1,10.4,38.1786,37.002,36.201,36.181,36.181,-7.146752369128234,-7.087556903605654,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 12:00:00,3,1,12,0,60,True,12.0,1.2246467991473532e-16,-1.0,0.8584015232918917,0.512978386299228,984.4,957.6,33.8,58.5,1.8,36.501
26,12:30 - 13:00,1.4,34.7,54.8,1004.7,36.9,13.2,38.1786,36.644,35.333,35.506,35.506,-4.577669165448684,-5.089709942218915,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 12:30:00,3,1,12,30,60,True,12.5,-0.13052619222005177,-0.9914448613738104,0.8584015232918917,0.512978386299228,1004.7,984.4,34.3,60.0,1.7,37.002
27,13:00 - 13:30,3.5,34.5,56.8,765.9,37.0,12.8,29.1042,28.318,33.932,33.961,33.961,-31.74442176730506,-31.857017200266622,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 13:00:00,3,1,13,0,60,True,13.0,-0.2588190451025208,-0.9659258262890683,0.8584015232918917,0.512978386299228,1004.7,1004.7,34.7,54.8,1.4,36.644
28,13:30 - 14:00,2.4,33.3,49.9,479.1,11.3,19.5,18.2058,16.026,31.919,31.514,31.514,-98.11527095760691,-95.60151160619142,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 13:30:00,3,1,13,30,60,True,13.5,-0.38268343236508967,-0.9238795325112868,0.8584015232918917,0.512978386299228,765.9,1004.7,34.5,56.8,3.5,28.318
29,14:00 - 14:30,3.4,33.2,47.4,734.1,27.2,17.3,27.8958,28.211,29.241,28.552,28.552,-18.44912137310992,-15.658127746829258,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 14:00:00,3,1,14,0,60,True,14.0,-0.4999999999999997,-0.8660254037844388,0.8584015232918917,0.512978386299228,479.1,765.9,33.3,49.9,2.4,16.026
30,14:30 - 15:00,3.3,32.4,43.1,659.9,27.4,17.9,25.0762,26.814,25.914,25.223,25.223,-16.775348737049462,-13.661519687990985,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 14:30:00,3,1,14,30,60,True,14.5,-0.6087614290087207,-0.7933533402912352,0.8584015232918917,0.512978386299228,734.1,479.1,33.2,47.4,3.4,28.211
31,15:00 - 15:30,2.5,31.7,38.7,460.7,25.2,8.5,17.5066,20.408,21.998,21.484,21.484,-41.99067780151486,-38.672957627409104,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 15:00:00,3,1,15,0,60,True,15.0,-0.7071067811865471,-0.7071067811865479,0.8584015232918917,0.512978386299228,659.9,734.1,32.4,43.1,3.3,26.814
32,15:30 - 16:00,2.2,31.2,35.1,176.1,12.1,4.4,6.6918,7.8031999999999995,17.49,17.52,17.52,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 15:30:00,3,1,15,30,60,True,15.5,-0.7933533402912349,-0.6087614290087209,0.8584015232918917,0.512978386299228,460.7,659.9,31.7,38.7,2.5,20.408
33,16:00 - 16:30,2.4,30.98,35.1,175.2,5.6,3.8,6.6575999999999995,7.3933,12.545,13.413,13.413,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 16:00:00,3,1,16,0,60,True,16.0,-0.8660254037844385,-0.5000000000000004,0.8584015232918917,0.512978386299228,176.1,460.7,31.2,35.1,2.2,7.8031999999999995
34,16:30 - 17:00,2.6,30.1,32.0,143.4,8.3,0.8,5.4492,6.6918999999999995,7.456,9.145,9.145,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 16:30:00,3,1,16,30,60,True,16.5,-0.9238795325112868,-0.3826834323650895,0.8584015232918917,0.512978386299228,175.2,176.1,30.98,35.1,2.4,7.3933
35,17:00 - 17:30,3.2,29.1,29.4,85.4,6.0,0.5,3.2452,3.5276,2.931,5.322,5.322,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 17:00:00,3,1,17,0,60,True,17.0,-0.9659258262890683,-0.25881904510252063,0.8584015232918917,0.512978386299228,143.4,175.2,30.1,32.0,2.6,6.6918999999999995
36,17:30 - 18:00,1.8,28.3,27.2,15.5,1.5,-1.8,0.589,0.37383999999999995,0.081,2.106,2.106,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 17:30:00,3,1,17,30,60,False,17.5,-0.9914448613738104,-0.13052619222005163,0.8584015232918917,0.512978386299228,85.4,143.4,29.1,29.4,3.2,3.5276
37,18:00 - 18:30,1.5,27.6,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 18:00:00,3,1,18,0,60,False,18.0,-1.0,-1.8369701987210297e-16,0.8584015232918917,0.512978386299228,15.5,85.4,28.3,27.2,1.8,0.37383999999999995
38,18:30 - 19:00,1.5,27.3,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 18:30:00,3,1,18,30,60,False,18.5,-0.9914448613738105,0.13052619222005127,0.8584015232918917,0.512978386299228,0.0,15.5,27.6,25.5,1.5,0.0
39,19:00 - 19:30,1.5,27.1,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 19:00:00,3,1,19,0,60,False,19.0,-0.9659258262890684,0.2588190451025203,0.8584015232918917,0.512978386299228,0.0,0.0,27.3,25.6,1.5,0.0
40,19:30 - 20:00,1.1,26.7,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 19:30:00,3,1,19,30,60,False,19.5,-0.923879532511287,0.38268343236508917,0.8584015232918917,0.512978386299228,0.0,0.0,27.1,25.2,1.5,0.0
41,20:00 - 20:30,1.3,25.9,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 20:00:00,3,1,20,0,60,False,20.0,-0.8660254037844386,0.5000000000000001,0.8584015232918917,0.512978386299228,0.0,0.0,26.7,24.4,1.1,0.0
42,20:30 - 21:00,0.9,25.8,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 20:30:00,3,1,20,30,60,False,20.5,-0.7933533402912357,0.6087614290087199,0.8584015232918917,0.512978386299228,0.0,0.0,25.9,23.9,1.3,0.0
43,21:00 - 21:30,1.0,25.6,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 21:00:00,3,1,21,0,60,False,21.0,-0.7071067811865477,0.7071067811865474,0.8584015232918917,0.512978386299228,0.0,0.0,25.8,23.1,0.9,0.0
44,21:30 - 22:00,0.9,25.1,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 21:30:00,3,1,21,30,60,False,21.5,-0.608761429008721,0.7933533402912349,0.8584015232918917,0.512978386299228,0.0,0.0,25.6,22.8,1.0,0.0
45,22:00 - 22:30,1.1,24.7,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 22:00:00,3,1,22,0,60,False,22.0,-0.5000000000000004,0.8660254037844384,0.8584015232918917,0.512978386299228,0.0,0.0,25.1,22.7,0.9,0.0
46,22:30 - 23:00,1.1,24.5,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 22:30:00,3,1,22,30,60,False,22.5,-0.38268343236508956,0.9238795325112868,0.8584015232918917,0.512978386299228,0.0,0.0,24.7,22.9,1.1,0.0
47,23:00 - 23:30,1.6,23.8,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 23:00:00,3,1,23,0,60,False,23.0,-0.25881904510252157,0.9659258262890681,0.8584015232918917,0.512978386299228,0.0,0.0,24.5,22.2,1.1,0.0
48,23:30 - 00:00,1.6,23.4,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-01,Bao cao ngay DHD 01-03-2025.xlsx,2025-03-01 23:30:00,3,1,23,30,60,False,23.5,-0.13052619222005168,0.9914448613738104,0.8584015232918917,0.512978386299228,0.0,0.0,23.8,22.2,1.6,0.0
1,00:00 - 00:30,0.6,22.3,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 00:00:00,3,2,0,0,61,False,0.0,0.0,1.0,0.8670985522812081,0.4981366284784055,0.0,0.0,23.4,23.7,1.6,0.0
2,00:30 - 01:00,0.6,22.3,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 00:30:00,3,2,0,30,61,False,0.5,0.13052619222005157,0.9914448613738104,0.8670985522812081,0.4981366284784055,0.0,0.0,22.3,20.8,0.6,0.0
3,01:00 - 01:30,0.5,22.2,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 01:00:00,3,2,1,0,61,False,1.0,0.25881904510252074,0.9659258262890683,0.8670985522812081,0.4981366284784055,0.0,0.0,22.3,20.7,0.6,0.0
4,01:30 - 02:00,0.5,22.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 01:30:00,3,2,1,30,61,False,1.5,0.3826834323650898,0.9238795325112867,0.8670985522812081,0.4981366284784055,0.0,0.0,22.2,20.6,0.5,0.0
5,02:00 - 02:30,0.5,21.9,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 02:00:00,3,2,2,0,61,False,2.0,0.49999999999999994,0.8660254037844387,0.8670985522812081,0.4981366284784055,0.0,0.0,22.0,20.5,0.5,0.0
6,02:30 - 03:00,0.5,22.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 02:30:00,3,2,2,30,61,False,2.5,0.6087614290087207,0.7933533402912352,0.8670985522812081,0.4981366284784055,0.0,0.0,21.9,20.5,0.5,0.0
7,03:00 - 03:30,0.5,22.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 03:00:00,3,2,3,0,61,False,3.0,0.7071067811865476,0.7071067811865476,0.8670985522812081,0.4981366284784055,0.0,0.0,22.0,20.5,0.5,0.0
8,03:30 - 04:00,0.5,22.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 03:30:00,3,2,3,30,61,False,3.5,0.7933533402912352,0.6087614290087207,0.8670985522812081,0.4981366284784055,0.0,0.0,22.0,20.5,0.5,0.0
9,04:00 - 04:30,0.6,22.1,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 04:00:00,3,2,4,0,61,False,4.0,0.8660254037844386,0.5000000000000001,0.8670985522812081,0.4981366284784055,0.0,0.0,22.0,20.9,0.5,0.0
10,04:30 - 05:00,0.5,22.5,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 04:30:00,3,2,4,30,61,False,4.5,0.9238795325112867,0.38268343236508984,0.8670985522812081,0.4981366284784055,0.0,0.0,22.1,21.4,0.6,0.0
11,05:00 - 05:30,0.4,22.4,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 05:00:00,3,2,5,0,61,False,5.0,0.9659258262890683,0.25881904510252074,0.8670985522812081,0.4981366284784055,0.0,0.0,22.5,21.5,0.5,0.0
12,05:30 - 06:00,0.5,22.3,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 05:30:00,3,2,5,30,61,False,5.5,0.9914448613738104,0.1305261922200517,0.8670985522812081,0.4981366284784055,0.0,0.0,22.4,21.4,0.4,0.0
13,06:00 - 06:30,0.6,22.7,22.2,21.9,1.1,-5.0,1.1,0.38912,0.26,0.288,0.288,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 06:00:00,3,2,6,0,61,True,6.0,1.0,6.123233995736766e-17,0.8670985522812081,0.4981366284784055,0.0,0.0,22.3,21.5,0.5,0.0
14,06:30 - 07:00,0.5,24.2,25.3,142.4,5.4,-9.3,6.8,5.3811,5.353,2.802,2.802,,,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 06:30:00,3,2,6,30,61,True,6.5,0.9914448613738104,-0.1305261922200516,0.8670985522812081,0.4981366284784055,21.9,0.0,22.7,22.2,0.6,0.38912
15,07:00 - 07:30,0.7,25.7,28.8,235.2,9.9,-9.1,11.0,9.8406,8.602,6.904,6.904,11.634000000000002,29.077090909090916,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 07:00:00,3,2,7,0,61,True,7.0,0.9659258262890683,-0.25881904510252063,0.8670985522812081,0.4981366284784055,142.4,21.9,24.2,25.3,0.5,5.3811
16,07:30 - 08:00,0.7,27.6,33.7,334.2,14.6,-5.8,15.3,14.479,15.333,12.153,12.153,-13.243725490196075,10.242549019607852,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 07:30:00,3,2,7,30,61,True,7.5,0.9238795325112868,-0.3826834323650895,0.8670985522812081,0.4981366284784055,235.2,142.4,25.7,28.8,0.7,9.8406
17,08:00 - 08:30,1.1,30.0,38.0,423.2,18.4,0.3,19.0,18.376,20.355,17.276,17.276,-21.05868421052631,-2.7467368421052605,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 08:00:00,3,2,8,0,61,True,8.0,0.8660254037844387,-0.4999999999999998,0.8670985522812081,0.4981366284784055,334.2,235.2,27.6,33.7,0.7,14.479
18,08:30 - 09:00,1.1,29.9,41.9,552.7,23.3,3.5,24.4,23.296,23.209,21.865,21.865,-7.4843032786885155,-1.2600409836065403,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 08:30:00,3,2,8,30,61,True,8.5,0.7933533402912352,-0.6087614290087207,0.8670985522812081,0.4981366284784055,423.2,334.2,30.0,38.0,1.1,18.376
19,09:00 - 09:30,1.3,30.6,45.7,689.3,28.2,3.8,30.0,28.257,26.467,25.705,25.705,0.3076333333333518,3.1778333333333464,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 09:00:00,3,2,9,0,61,True,9.0,0.7071067811865476,-0.7071067811865475,0.8670985522812081,0.4981366284784055,552.7,423.2,29.9,41.9,1.1,23.296
20,09:30 - 10:00,1.6,31.4,49.4,774.1,31.0,7.3,33.1,31.099,28.76,28.871,28.871,1.8163141993957876,1.437371601208472,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 09:30:00,3,2,9,30,61,True,9.5,0.6087614290087209,-0.793353340291235,0.8670985522812081,0.4981366284784055,689.3,552.7,30.6,45.7,1.3,28.257
21,10:00 - 10:30,1.5,31.5,50.9,831.2,32.7,4.8,35.3,32.855,30.775,31.637,31.637,1.4851274787535471,-1.2742492917847008,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 10:00:00,3,2,10,0,61,True,10.0,0.49999999999999994,-0.8660254037844387,0.8670985522812081,0.4981366284784055,774.1,689.3,31.4,49.4,1.6,31.099
22,10:30 - 11:00,1.6,31.9,51.7,831.9,30.9,2.9,35.2,30.94,32.726,34.14,34.14,-5.057897727272709,-9.597159090909068,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 10:30:00,3,2,10,30,61,True,10.5,0.3826834323650899,-0.9238795325112867,0.8670985522812081,0.4981366284784055,831.2,774.1,31.5,50.9,1.5,32.855
23,11:00 - 11:30,1.2,31.8,53.7,867.9,33.4,2.5,36.4,33.49,34.067,35.935,35.935,-5.757445054945046,-11.556456043956043,,,,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 11:00:00,3,2,11,0,61,True,11.0,0.258819045102521,-0.9659258262890682,0.8670985522812081,0.4981366284784055,831.9,831.2,31.9,51.7,1.6,30.94
24,11:30 - 12:00,1.1,32.0,55.7,949.7,35.0,1.8,39.5,35.046,34.618,36.849,36.849,0.966227848101275,-5.416126582278462,0.0,-0.3920969929379545,11h31: AGC remote,2025-03-02,Bao cao ngay DHD 02-03-2025.xlsx,2025-03-02 11:30:00,3,2,11,30,61,True,11.5,0.130526192220052,-0.9914448613738104,0.8670985522812081,0.4981366284784055,867.9,831.9,31.8,53.7,1.2,33.49
