cycle,time_range,wind_ms,temp_air_c,temp_pv_c,irradiance_poa_wm2,p_431_mw,q_431_mvar,p_calc_irr_mw,p_meter_431_mw,dhd_mw,a0_mw,selected_mw,dev_dhd_pct,dev_a0_pct,p_setpoint_agc_mw,p_curtail_mw,evaluation,date,source_file,datetime,month,day,hour,minute,day_of_year,is_daytime,hour_float,hour_sin,hour_cos,doy_sin,doy_cos,irradiance_poa_wm2_lag1,irradiance_poa_wm2_lag2,temp_air_c_lag1,temp_pv_c_lag1,wind_ms_lag1,p_meter_431_mw_lag1
11,05:00 - 05:30,0.6,22.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 05:00:00,4,14,5,0,104,False,5.0,0.9659258262890683,0.25881904510252074,0.9762766110869321,-0.21652708524481437,0.0,0.0,22.2,21.6,0.4,0.0
12,05:30 - 06:00,0.4,22.1,21.8,0.0,0.0,0.0,0.0,0.20992,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 05:30:00,4,14,5,30,104,False,5.5,0.9914448613738104,0.1305261922200517,0.9762766110869321,-0.21652708524481437,0.0,0.0,22.0,21.5,0.6,0.0
13,06:00 - 06:30,0.6,23.3,23.1,14.8,0.6,0.0,0.6,1.9507,0.004,0.015,0.015,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 06:00:00,4,14,6,0,104,False,6.0,1.0,6.123233995736766e-17,0.9762766110869321,-0.21652708524481437,0.0,0.0,22.1,21.8,0.4,0.20992
14,06:30 - 07:00,0.5,25.7,26.1,86.3,1.9,-0.3,3.7,6.2054,1.367,2.111,2.111,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 06:30:00,4,14,6,30,104,True,6.5,0.9914448613738104,-0.1305261922200516,0.9762766110869321,-0.21652708524481437,14.8,0.0,23.3,23.1,0.6,1.9507
15,07:00 - 07:30,0.5,27.6,31.3,199.5,6.2,-4.0,8.4,11.904,4.189,5.821,5.821,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 07:00:00,4,14,7,0,104,True,7.0,0.9659258262890683,-0.25881904510252063,0.9762766110869321,-0.21652708524481437,86.3,14.8,25.7,26.1,0.5,6.2054
16,07:30 - 08:00,0.7,29.7,38.2,341.7,12.0,-6.4,14.1,16.814,9.123,10.2,10.2,26.886595744680864,18.25531914893618,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 07:30:00,4,14,7,30,104,True,7.5,0.9238795325112868,-0.3826834323650895,0.9762766110869321,-0.21652708524481437,199.5,86.3,27.6,31.3,0.5,11.904
17,08:00 - 08:30,1.0,31.0,43.0,454.8,16.9,-6.0,18.3,20.341,12.834,14.744,14.744,20.75180327868853,8.957814207650289,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 08:00:00,4,14,8,0,104,True,8.0,0.8660254037844387,-0.4999999999999998,0.9762766110869321,-0.21652708524481437,341.7,199.5,29.7,38.2,0.7,16.814
18,08:30 - 09:00,1.4,30.9,47.4,548.9,20.4,-5.6,21.6,24.223,16.128,18.861,18.861,15.626666666666685,1.329027777777794,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 08:30:00,4,14,8,30,104,True,8.5,0.7933533402912352,-0.6087614290087207,0.9762766110869321,-0.21652708524481437,454.8,341.7,31.0,43.0,1.0,20.341
19,09:00 - 09:30,1.6,31.6,50.7,657.0,24.2,-2.5,25.4,26.967,28.942,22.422,22.422,-28.75771653543307,0.24858267716535687,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 09:00:00,4,14,9,0,104,True,9.0,0.7071067811865476,-0.7071067811865475,0.9762766110869321,-0.21652708524481437,548.9,454.8,30.9,47.4,1.4,24.223
20,09:30 - 10:00,1.4,32.8,52.0,747.6,27.0,-7.8,28.4,26.896,30.988999999999997,24.817,24.817,-23.301302816901387,1.256302816901409,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 09:30:00,4,14,9,30,104,True,9.5,0.6087614290087209,-0.793353340291235,0.9762766110869321,-0.21652708524481437,657.0,548.9,31.6,50.7,1.6,26.967
21,10:00 - 10:30,1.4,33.8,56.3,776.3,27.0,-1.7,29.4,28.579,32.563,26.533,26.533,-25.157108843537404,-1.9805782312925184,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 10:00:00,4,14,10,0,104,True,10.0,0.49999999999999994,-0.8660254037844387,0.9762766110869321,-0.21652708524481437,747.6,657.0,32.8,52.0,1.4,26.896
22,10:30 - 11:00,1.2,34.4,56.1,809.3,28.5,-0.7,30.0,27.525,33.703,27.455,27.455,-26.947966666666662,-3.4138333333333173,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 10:30:00,4,14,10,30,104,True,10.5,0.3826834323650899,-0.9238795325112867,0.9762766110869321,-0.21652708524481437,776.3,747.6,33.8,56.3,1.4,28.579
23,11:00 - 11:30,1.2,34.8,53.8,742.2,26.9,1.1,27.5,21.003,34.358,27.657,27.657,-41.180145454545425,-13.645127272727263,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 11:00:00,4,14,11,0,104,True,11.0,0.258819045102521,-0.9659258262890682,0.9762766110869321,-0.21652708524481437,809.3,776.3,34.4,56.1,1.2,27.525
24,11:30 - 12:00,0.9,35.8,52.4,592.3,21.2,0.1,22.2,25.313,34.134,26.903,26.903,-73.74513513513511,-36.93869369369367,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 11:30:00,4,14,11,30,104,True,11.5,0.130526192220052,-0.9914448613738104,0.9762766110869321,-0.21652708524481437,742.2,809.3,34.8,53.8,1.2,21.003
25,12:00 - 12:30,1.6,35.4,53.5,916.4,25.6,-8.9,34.6,25.805,33.176,25.47,25.47,-8.349364161849712,16.817630057803488,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 12:00:00,4,14,12,0,104,True,12.0,1.2246467991473532e-16,-1.0,0.9762766110869321,-0.21652708524481437,592.3,742.2,35.8,52.4,0.9,25.313
26,12:30 - 13:00,2.0,34.8,53.2,757.6,25.9,-7.7,28.5,25.149,31.767000000000003,23.867,23.867,-25.953368421052627,5.369438596491231,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 12:30:00,4,14,12,30,104,True,12.5,-0.13052619222005177,-0.9914448613738104,0.9762766110869321,-0.21652708524481437,916.4,592.3,35.4,53.5,1.6,25.805
27,13:00 - 13:30,1.4,35.0,47.7,665.4,24.9,-1.6,25.0,15.575,30.040999999999997,22.08,22.08,-35.785319999999984,0.19840000000002078,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 13:00:00,4,14,13,0,104,True,13.0,-0.2588190451025208,-0.9659258262890683,0.9762766110869321,-0.21652708524481437,757.6,916.4,34.8,53.2,2.0,25.149
28,13:30 - 14:00,1.3,34.9,46.5,356.9,15.4,3.8,13.8,20.992,27.915,19.886,19.886,-128.57934782608692,-62.834637681159386,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 13:30:00,4,14,13,30,104,True,13.5,-0.38268343236508967,-0.9238795325112868,0.9762766110869321,-0.21652708524481437,665.4,757.6,35.0,47.7,1.4,15.575
29,14:00 - 14:30,1.3,34.2,43.3,577.4,21.1,2.4,22.4,13.067,25.623,17.421,17.421,-29.258883928571425,12.117276785714298,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 14:00:00,4,14,14,0,104,True,14.0,-0.4999999999999997,-0.8660254037844388,0.9762766110869321,-0.21652708524481437,356.9,665.4,34.9,46.5,1.3,20.992
30,14:30 - 15:00,1.7,32.9,38.0,293.3,13.1,-10.7,11.5,12.282,13.402,14.707,14.707,-31.68921739130433,-44.51226086956522,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 14:30:00,4,14,14,30,104,True,14.5,-0.6087614290087207,-0.7933533402912352,0.9762766110869321,-0.21652708524481437,577.4,356.9,34.2,43.3,1.3,13.067
31,15:00 - 15:30,1.2,32.3,35.9,340.5,12.4,-8.8,13.5,5.7045,9.823,11.949,11.949,17.777851851851853,-0.017555555555548854,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 15:00:00,4,14,15,0,104,True,15.0,-0.7071067811865471,-0.7071067811865479,0.9762766110869321,-0.21652708524481437,293.3,577.4,32.9,38.0,1.7,12.282
32,15:30 - 16:00,1.2,31.1,32.9,135.6,5.9,-11.5,5.5,7.4292,7.693,9.787,9.787,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 15:30:00,4,14,15,30,104,True,15.5,-0.7933533402912349,-0.6087614290087209,0.9762766110869321,-0.21652708524481437,340.5,293.3,32.3,35.9,1.2,5.7045
33,16:00 - 16:30,1.8,30.0,33.3,212.9,7.5,-6.6,8.8,6.2156,5.723,7.69,7.69,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 16:00:00,4,14,16,0,104,True,16.0,-0.8660254037844385,-0.5000000000000004,0.9762766110869321,-0.21652708524481437,135.6,340.5,31.1,32.9,1.2,7.4292
34,16:30 - 17:00,2.5,27.4,26.1,117.2,6.3,-8.6,4.8,0.15880000000000002,3.847,5.434,5.434,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 16:30:00,4,14,16,30,104,True,16.5,-0.9238795325112868,-0.3826834323650895,0.9762766110869321,-0.21652708524481437,212.9,135.6,30.0,33.3,1.8,6.2156
35,17:00 - 17:30,1.3,24.7,22.7,7.0,0.0,0.0,0.0,0.44032,2.188,3.189,3.189,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 17:00:00,4,14,17,0,104,False,17.0,-0.9659258262890683,-0.25881904510252063,0.9762766110869321,-0.21652708524481437,117.2,212.9,27.4,26.1,2.5,0.15880000000000002
36,17:30 - 18:00,0.7,24.2,22.9,14.7,0.0,0.0,0.0,0.07168000000000001,1.004,1.516,1.516,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 17:30:00,4,14,17,30,104,False,17.5,-0.9914448613738104,-0.13052619222005163,0.9762766110869321,-0.21652708524481437,7.0,117.2,24.7,22.7,1.3,0.44032
37,18:00 - 18:30,0.9,24.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 18:00:00,4,14,18,0,104,False,18.0,-1.0,-1.8369701987210297e-16,0.9762766110869321,-0.21652708524481437,14.7,7.0,24.2,22.9,0.7,0.07168000000000001
38,18:30 - 19:00,0.3,24.2,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 18:30:00,4,14,18,30,104,False,18.5,-0.9914448613738105,0.13052619222005127,0.9762766110869321,-0.21652708524481437,0.0,14.7,24.2,23.0,0.9,0.0
39,19:00 - 19:30,0.5,24.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 19:00:00,4,14,19,0,104,False,19.0,-0.9659258262890684,0.2588190451025203,0.9762766110869321,-0.21652708524481437,0.0,0.0,24.2,22.8,0.3,0.0
40,19:30 - 20:00,0.5,23.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 19:30:00,4,14,19,30,104,False,19.5,-0.923879532511287,0.38268343236508917,0.9762766110869321,-0.21652708524481437,0.0,0.0,24.0,22.7,0.5,0.0
41,20:00 - 20:30,0.5,23.8,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 20:00:00,4,14,20,0,104,False,20.0,-0.8660254037844386,0.5000000000000001,0.9762766110869321,-0.21652708524481437,0.0,0.0,23.6,23.0,0.5,0.0
42,20:30 - 21:00,0.5,23.8,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 20:30:00,4,14,20,30,104,False,20.5,-0.7933533402912357,0.6087614290087199,0.9762766110869321,-0.21652708524481437,0.0,0.0,23.8,23.3,0.5,0.0
43,21:00 - 21:30,0.5,24.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 21:00:00,4,14,21,0,104,False,21.0,-0.7071067811865477,0.7071067811865474,0.9762766110869321,-0.21652708524481437,0.0,0.0,23.8,23.4,0.5,0.0
44,21:30 - 22:00,0.5,24.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 21:30:00,4,14,21,30,104,False,21.5,-0.608761429008721,0.7933533402912349,0.9762766110869321,-0.21652708524481437,0.0,0.0,24.0,23.3,0.5,0.0
45,22:00 - 22:30,0.6,23.9,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 22:00:00,4,14,22,0,104,False,22.0,-0.5000000000000004,0.8660254037844384,0.9762766110869321,-0.21652708524481437,0.0,0.0,24.0,23.4,0.5,0.0
46,22:30 - 23:00,0.4,23.9,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 22:30:00,4,14,22,30,104,False,22.5,-0.38268343236508956,0.9238795325112868,0.9762766110869321,-0.21652708524481437,0.0,0.0,23.9,23.3,0.6,0.0
47,23:00 - 23:30,0.6,23.8,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 23:00:00,4,14,23,0,104,False,23.0,-0.25881904510252157,0.9659258262890681,0.9762766110869321,-0.21652708524481437,0.0,0.0,23.9,23.2,0.4,0.0
48,23:30 - 00:00,0.5,23.8,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-14,Bao cao ngay DHD 14-04-2025.xlsx,2025-04-14 23:30:00,4,14,23,30,104,False,23.5,-0.13052619222005168,0.9914448613738104,0.9762766110869321,-0.21652708524481437,0.0,0.0,23.8,23.2,0.6,0.0
1,00:00 - 00:30,0.5,23.8,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 00:00:00,4,15,0,0,105,False,0.0,0.0,1.0,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.8,23.1,0.5,0.0
2,00:30 - 01:00,0.6,23.8,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 00:30:00,4,15,0,30,105,False,0.5,0.13052619222005157,0.9914448613738104,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.8,22.6,0.5,0.0
3,01:00 - 01:30,0.5,23.7,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 01:00:00,4,15,1,0,105,False,1.0,0.25881904510252074,0.9659258262890683,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.8,22.9,0.6,0.0
4,01:30 - 02:00,0.4,23.7,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 01:30:00,4,15,1,30,105,False,1.5,0.3826834323650898,0.9238795325112867,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.7,23.1,0.5,0.0
5,02:00 - 02:30,0.3,23.6,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 02:00:00,4,15,2,0,105,False,2.0,0.49999999999999994,0.8660254037844387,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.7,23.1,0.4,0.0
6,02:30 - 03:00,0.4,23.7,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 02:30:00,4,15,2,30,105,False,2.5,0.6087614290087207,0.7933533402912352,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.6,23.1,0.3,0.0
7,03:00 - 03:30,0.5,23.7,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 03:00:00,4,15,3,0,105,False,3.0,0.7071067811865476,0.7071067811865476,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.7,22.0,0.4,0.0
8,03:30 - 04:00,0.5,23.6,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 03:30:00,4,15,3,30,105,False,3.5,0.7933533402912352,0.6087614290087207,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.7,22.6,0.5,0.0
9,04:00 - 04:30,0.5,23.5,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 04:00:00,4,15,4,0,105,False,4.0,0.8660254037844386,0.5000000000000001,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.6,22.4,0.5,0.0
10,04:30 - 05:00,0.5,23.2,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 04:30:00,4,15,4,30,105,False,4.5,0.9238795325112867,0.38268343236508984,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.5,22.2,0.5,0.0
11,05:00 - 05:30,0.5,23.1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 05:00:00,4,15,5,0,105,False,5.0,0.9659258262890683,0.25881904510252074,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.2,22.1,0.5,0.0
12,05:30 - 06:00,0.5,23.1,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 05:30:00,4,15,5,30,105,False,5.5,0.9914448613738104,0.1305261922200517,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.1,22.0,0.5,0.0
13,06:00 - 06:30,0.7,23.4,23.1,67.5,0.0,-0.3,2.565,0.0,0.4,0.675,0.675,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 06:00:00,4,15,6,0,105,True,6.0,1.0,6.123233995736766e-17,0.9724075561219968,-0.23328854407545518,0.0,0.0,23.1,22.1,0.5,0.0
14,06:30 - 07:00,0.6,24.5,25.0,206.1,3.7,-9.4,7.831799999999999,3.7,2.9,3.43,3.43,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 06:30:00,4,15,6,30,105,True,6.5,0.9914448613738104,-0.1305261922200516,0.9724075561219968,-0.23328854407545518,67.5,0.0,23.4,23.1,0.7,0.0
15,07:00 - 07:30,0.5,26.1,29.8,336.0,9.1,-4.2,12.767999999999999,9.1,7.1,7.097,7.1,37.163220551378444,37.18977130325814,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 07:00:00,4,15,7,0,105,True,7.0,0.9659258262890683,-0.25881904510252063,0.9724075561219968,-0.23328854407545518,206.1,67.5,24.5,25.0,0.6,3.7
16,07:30 - 08:00,0.5,28.3,35.8,461.9,14.3,0.4,17.5522,14.3,12.0,11.234,11.234,22.744727156709704,27.676188739873066,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 07:30:00,4,15,7,30,105,True,7.5,0.9238795325112868,-0.3826834323650895,0.9724075561219968,-0.23328854407545518,336.0,206.1,26.1,29.8,0.5,9.1
17,08:00 - 08:30,0.6,29.8,41.5,630.1,20.3,5.9,23.9438,20.3,16.8,15.283,15.283,20.714339411455164,27.873645787218415,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 08:00:00,4,15,8,0,105,True,8.0,0.8660254037844387,-0.4999999999999998,0.9724075561219968,-0.23328854407545518,461.9,336.0,28.3,35.8,0.5,14.3
18,08:30 - 09:00,0.9,28.9,47.5,466.3,17.1,0.4,17.7194,17.1,21.1,19.093,19.093,-34.5587322369832,-21.759709696716588,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 08:30:00,4,15,8,30,105,True,8.5,0.7933533402912352,-0.6087614290087207,0.9724075561219968,-0.23328854407545518,630.1,461.9,29.8,41.5,0.6,20.3
19,09:00 - 09:30,0.8,29.5,49.0,682.9,17.0,0.1,25.9502,17.0,24.9,21.975,21.975,-8.426910004547164,4.309986050203849,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 09:00:00,4,15,9,0,105,True,9.0,0.7071067811865476,-0.7071067811865475,0.9724075561219968,-0.23328854407545518,466.3,630.1,28.9,47.5,0.9,17.1
20,09:30 - 10:00,1.2,30.2,52.3,438.7,18.1,-2.2,16.6706,18.1,28.0,24.197,24.197,-89.7952083308339,-64.01695199932813,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 09:30:00,4,15,9,30,105,True,9.5,0.6087614290087209,-0.793353340291235,0.9724075561219968,-0.23328854407545518,682.9,466.3,29.5,49.0,0.8,17.0
21,10:00 - 10:30,1.4,30.0,53.6,515.6,17.2,-3.0,19.5928,17.2,30.5,25.761,25.761,-75.90645543260787,-48.5746294557184,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 10:00:00,4,15,10,0,105,True,10.0,0.49999999999999994,-0.8660254037844387,0.9724075561219968,-0.23328854407545518,438.7,682.9,30.2,52.3,1.2,18.1
22,10:30 - 11:00,1.3,30.1,54.4,1063.7,34.8,-3.9,40.4206,34.8,32.4,26.679,26.679,9.422423219843362,25.416074971672874,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 10:30:00,4,15,10,30,105,True,10.5,0.3826834323650899,-0.9238795325112867,0.9724075561219968,-0.23328854407545518,515.6,438.7,30.0,53.6,1.4,17.2
23,11:00 - 11:30,1.5,30.4,54.5,849.5,34.7,-6.4,32.281,34.7,33.7,27.068,27.068,-17.967225302809716,5.248164555001394,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 11:00:00,4,15,11,0,105,True,11.0,0.258819045102521,-0.9659258262890682,0.9724075561219968,-0.23328854407545518,1063.7,515.6,30.1,54.4,1.3,34.8
24,11:30 - 12:00,1.5,30.9,54.8,550.1,24.2,-10.9,20.9038,24.2,34.4,27.08,27.08,-85.95662032740455,-46.38678135075917,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 11:30:00,4,15,11,30,105,True,11.5,0.130526192220052,-0.9914448613738104,0.9724075561219968,-0.23328854407545518,849.5,1063.7,30.4,54.5,1.5,34.7
25,12:00 - 12:30,1.5,30.4,43.9,499.5,19.8,-13.0,18.980999999999998,19.8,31.4,26.38,26.38,-86.93430272377638,-57.04862757494337,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 12:00:00,4,15,12,0,105,True,12.0,1.2246467991473532e-16,-1.0,0.9724075561219968,-0.23328854407545518,550.1,849.5,30.9,54.8,1.5,24.2
26,12:30 - 13:00,1.5,31.5,53.6,521.9,17.7,-5.7,19.8322,17.7,29.1,25.195,25.195,-65.80611329050733,-43.55618640392894,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 12:30:00,4,15,12,30,105,True,12.5,-0.13052619222005177,-0.9914448613738104,0.9724075561219968,-0.23328854407545518,499.5,550.1,30.4,43.9,1.5,19.8
27,13:00 - 13:30,1.5,31.1,49.0,764.4,16.2,5.1,29.0472,16.2,25.8,23.493,23.493,-0.3676774353465953,8.607060233000093,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 13:00:00,4,15,13,0,105,True,13.0,-0.2588190451025208,-0.9659258262890683,0.9724075561219968,-0.23328854407545518,521.9,499.5,31.5,53.6,1.5,17.7
28,13:30 - 14:00,1.4,30.1,36.4,813.1,24.2,-0.7,30.8978,24.2,21.3,21.253,21.253,22.101249927179285,22.27313918790335,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 13:30:00,4,15,13,30,105,True,13.5,-0.38268343236508967,-0.9238795325112868,0.9724075561219968,-0.23328854407545518,764.4,521.9,31.1,49.0,1.5,16.2
29,14:00 - 14:30,1.4,29.9,35.0,460.2,19.4,-11.0,17.4876,19.4,19.6,18.738,18.738,-26.649740387474548,-21.079736499004998,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 14:00:00,4,15,14,0,105,True,14.0,-0.4999999999999997,-0.8660254037844388,0.9724075561219968,-0.23328854407545518,813.1,764.4,30.1,36.4,1.4,24.2
30,14:30 - 15:00,1.6,30.6,38.7,219.5,12.8,-8.8,8.341,12.8,15.4,15.908,15.908,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 14:30:00,4,15,14,30,105,True,14.5,-0.6087614290087207,-0.7933533402912352,0.9724075561219968,-0.23328854407545518,460.2,813.1,29.9,35.0,1.4,19.4
31,15:00 - 15:30,1.8,30.9,40.5,203.1,5.0,-9.3,7.7177999999999995,5.0,13.3,13.005,13.005,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 15:00:00,4,15,15,0,105,True,15.0,-0.7071067811865471,-0.7071067811865479,0.9724075561219968,-0.23328854407545518,219.5,460.2,30.6,38.7,1.6,12.8
32,15:30 - 16:00,1.4,30.9,37.9,158.5,5.2,-6.5,6.023,5.2,11.0,10.29,10.29,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 15:30:00,4,15,15,30,105,True,15.5,-0.7933533402912349,-0.6087614290087209,0.9724075561219968,-0.23328854407545518,203.1,219.5,30.9,40.5,1.8,5.0
33,16:00 - 16:30,1.3,30.3,35.0,93.0,2.7,-3.8,3.534,2.7,8.5,7.585,7.585,,,,,,2025-04-15,Bao cao ngay DHD 15-04-2025.xlsx,2025-04-15 16:00:00,4,15,16,0,105,True,16.0,-0.8660254037844385,-0.5000000000000004,0.9724075561219968,-0.23328854407545518,158.5,203.1,30.9,37.9,1.4,5.2
