datetime,date,irradiance_poa_wm2,temp_air_c,temp_pv_c,wind_ms,P_expected_mw,P_measured_mw,power_loss_mw,power_loss_percent,temperature_loss_percent,PR_proxy,p_curtail_mw,warning_status,recommended_action,temperature_source_col,temp_coeff_used,loss_factor_used,pv_capacity_mw_used,valid_for_kpi,anomaly_flag,suspicious_reason
2025-03-01 00:00:00,2025-03-01,0.0,24.1,22.5,1.2,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 00:30:00,2025-03-01,0.0,23.8,22.3,1.3,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 01:00:00,2025-03-01,0.0,23.6,22.1,1.1,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 01:30:00,2025-03-01,0.0,23.6,22.0,1.6,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 02:00:00,2025-03-01,0.0,23.4,21.9,1.4,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 02:30:00,2025-03-01,0.0,23.3,21.7,1.1,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 03:00:00,2025-03-01,0.0,23.1,21.6,0.9,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 03:30:00,2025-03-01,0.0,22.9,21.6,1.4,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 04:00:00,2025-03-01,0.0,23.5,21.9,0.9,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 04:30:00,2025-03-01,0.0,22.8,21.3,1.8,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 05:00:00,2025-03-01,0.0,22.5,21.2,0.9,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 05:30:00,2025-03-01,0.0,22.2,21.4,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 06:00:00,2025-03-01,16.4,22.2,22.1,0.6,0.7473468929999999,0.46592,0.2814268929999999,37.65679574451645,0.0,0.6234320425548354,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 06:30:00,2025-03-01,99.1,22.5,22.8,0.6,4.5053372184999985,3.4508,1.0545372184999984,23.406399285048295,0.0,0.765936007149517,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 07:00:00,2025-03-01,193.2,23.1,24.1,0.9,8.744827539,8.524799999999999,0.22002753900000016,2.516087801831722,0.0,0.9748391219816828,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,False,none,
2025-03-01 07:30:00,2025-03-01,321.9,26.8,30.5,0.4,14.254106208749999,14.228,0.026106208749999027,0.18314868970159293,1.8699999999999999,0.998168513102984,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 08:00:00,2025-03-01,445.3,28.1,35.6,0.9,19.369968883499997,19.466,-0.09603111650000429,-0.4957732099497944,3.604,1.004957732099498,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 08:30:00,2025-03-01,568.8,29.9,42.0,1.2,24.183541619999996,24.034,0.14954161999999727,0.6183611248913397,5.779999999999999,0.9938163887510866,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 09:00:00,2025-03-01,677.3,30.1,46.4,2.1,28.339386796499998,27.678,0.6613867964999969,2.3338077187389255,7.275999999999999,0.9766619228126108,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 09:30:00,2025-03-01,774.0,30.3,48.4,2.3,32.14797777,30.71,1.4379777699999963,4.472996031936712,7.9559999999999995,0.9552700396806328,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 10:00:00,2025-03-01,847.5,31.6,53.6,1.6,34.5246456375,32.932,1.5926456374999987,4.613068745795027,9.724,0.9538693125420498,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 10:30:00,2025-03-01,914.2,32.9,57.3,2.0,36.7228403395,34.591,2.131840339500002,5.805216371585891,10.982,0.9419478362841411,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 11:00:00,2025-03-01,957.6,33.6,58.7,1.5,38.26050341399999,35.773,2.4875034139999883,6.5014915958732,11.458,0.934985084041268,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 11:30:00,2025-03-01,984.4,33.8,58.5,1.8,39.361492405,36.501,2.8604924050000022,7.267235641290472,11.389999999999999,0.9273276435870953,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 12:00:00,2025-03-01,1004.7,34.3,60.0,1.7,39.9419740875,37.002,2.939974087499998,7.3606128757168126,11.899999999999999,0.9263938712428319,,Warning,High PV module temperature - check temperature loss,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 12:30:00,2025-03-01,1004.7,34.7,54.8,1.4,40.7435337945,36.644,4.0995337945000045,10.0618022363426,10.131999999999998,0.899381977636574,,Warning,"PV power below expected >10% - check soiling, shading, inverter or string",temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 13:00:00,2025-03-01,765.9,34.5,56.8,3.5,30.824476501500005,28.318,2.5064765015000035,8.131448725100105,10.811999999999998,0.9186855127489989,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 13:30:00,2025-03-01,479.1,33.3,49.9,2.4,19.789090154250005,16.026,3.763090154250005,19.01598368049187,8.466,0.8098401631950812,,Warning,"PV power below expected >10% - check soiling, shading, inverter or string",temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 14:00:00,2025-03-01,734.1,33.2,47.4,3.4,30.60336634799999,28.211,2.3923663479999924,7.817330684460272,7.615999999999999,0.9218266931553972,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 14:30:00,2025-03-01,659.9,32.4,43.1,3.3,27.945450149249993,26.814,1.1314501492499929,4.0487812620916355,6.154000000000001,0.9595121873790836,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 15:00:00,2025-03-01,460.7,31.7,38.7,2.5,19.82073180425,20.408,-0.5872681957500028,-2.96289865354053,4.658000000000001,1.0296289865354054,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-01 15:30:00,2025-03-01,176.1,31.2,35.1,2.2,7.67362926075,7.803199999999999,-0.1295707392499983,-1.6885196671246845,3.434,1.0168851966712469,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,False,none,
2025-03-01 16:00:00,2025-03-01,175.2,30.98,35.1,2.4,7.634411393999999,7.3933,0.24111139399999892,3.158218512949041,3.434,0.9684178148705096,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,False,none,
2025-03-01 16:30:00,2025-03-01,143.4,30.1,32.0,2.6,6.316916985,6.6919,-0.37498301500000064,-5.936171329945072,2.38,1.0593617132994506,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,False,none,
2025-03-01 17:00:00,2025-03-01,85.4,29.1,29.4,3.2,3.7960240219999997,3.5276,0.2684240219999996,7.07118870808873,1.4959999999999993,0.9292881129191127,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 17:30:00,2025-03-01,15.5,28.3,27.2,1.8,0.6942057074999999,0.3738399999999999,0.3203657075,46.14852687594765,0.7479999999999997,0.5385147312405235,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 18:00:00,2025-03-01,0.0,27.6,25.5,1.5,0.0,0.0,,,0.16999999999999998,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 18:30:00,2025-03-01,0.0,27.3,25.6,1.5,0.0,0.0,,,0.2040000000000005,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 19:00:00,2025-03-01,0.0,27.1,25.2,1.5,0.0,0.0,,,0.06799999999999976,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 19:30:00,2025-03-01,0.0,26.7,24.4,1.1,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 20:00:00,2025-03-01,0.0,25.9,23.9,1.3,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 20:30:00,2025-03-01,0.0,25.8,23.1,0.9,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 21:00:00,2025-03-01,0.0,25.6,22.8,1.0,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 21:30:00,2025-03-01,0.0,25.1,22.7,0.9,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 22:00:00,2025-03-01,0.0,24.7,22.9,1.1,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 22:30:00,2025-03-01,0.0,24.5,22.2,1.1,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 23:00:00,2025-03-01,0.0,23.8,22.2,1.6,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-01 23:30:00,2025-03-01,0.0,23.4,23.7,1.6,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 00:00:00,2025-03-02,0.0,22.3,20.8,0.6,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 00:30:00,2025-03-02,0.0,22.3,20.7,0.6,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 01:00:00,2025-03-02,0.0,22.2,20.6,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 01:30:00,2025-03-02,0.0,22.0,20.5,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 02:00:00,2025-03-02,0.0,21.9,20.5,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 02:30:00,2025-03-02,0.0,22.0,20.5,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 03:00:00,2025-03-02,0.0,22.0,20.5,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 03:30:00,2025-03-02,0.0,22.0,20.9,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 04:00:00,2025-03-02,0.0,22.1,21.4,0.6,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 04:30:00,2025-03-02,0.0,22.5,21.5,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 05:00:00,2025-03-02,0.0,22.4,21.4,0.4,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 05:30:00,2025-03-02,0.0,22.3,21.5,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 06:00:00,2025-03-02,21.9,22.7,22.2,0.6,0.9976455209999998,0.38912,0.6085255209999998,60.99616629261646,0.0,0.39003833707383534,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 06:30:00,2025-03-02,142.4,24.2,25.3,0.5,6.419245684,5.3811,1.0381456839999998,16.172393690859703,0.10200000000000024,0.838276063091403,,Warning,"PV power below expected >10% - check soiling, shading, inverter or string",temp_pv_c,-0.0034,0.95,47.5,False,none,
2025-03-02 07:00:00,2025-03-02,235.2,25.7,28.8,0.7,10.476274871999998,9.8406,0.6356748719999974,6.067756714736165,1.292,0.9393224328526384,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,False,none,
2025-03-02 07:30:00,2025-03-02,334.2,27.6,33.7,0.7,14.634685675499997,14.479,0.15568567549999734,1.0638129096317495,2.958000000000001,0.9893618709036825,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 08:00:00,2025-03-02,423.2,30.0,38.0,1.1,18.25281702,18.376,-0.12318298000000283,-0.6748710616286167,4.42,1.0067487106162862,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 08:30:00,2025-03-02,552.7,29.9,41.9,1.1,23.507501342250002,23.296,0.21150134225000272,0.8997185161056298,5.745999999999999,0.9910028148389437,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 09:00:00,2025-03-02,689.3,30.6,45.7,1.3,28.915516353249995,28.257,0.6585163532499934,2.2773805772829596,7.038000000000001,0.9772261942271704,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 09:30:00,2025-03-02,774.1,31.4,49.4,1.6,32.033364963,31.099,0.9343649629999966,2.9168492416554765,8.296,0.9708315075834453,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 10:00:00,2025-03-02,831.2,31.5,50.9,1.5,34.204954326,32.855,1.3499543260000024,3.946663144566371,8.806,0.9605333685543362,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 10:30:00,2025-03-02,831.9,31.9,51.7,1.6,34.131652824750006,30.94,3.1916528247500047,9.351005769154051,9.078,0.9064899423084595,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 11:00:00,2025-03-02,867.9,31.8,53.7,1.2,35.34236559975,33.49,1.8523655997500015,5.24120434021854,9.758,0.9475879565978146,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 11:30:00,2025-03-02,949.7,32.0,55.7,1.1,38.38198541925,35.046,3.335985419250001,8.691539488670848,10.438,0.9130846051132915,-0.3920969929379545,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 12:00:00,2025-03-02,961.1,32.2,55.3,1.2,38.90169744475,25.662,13.23969744475,34.033726840721116,10.301999999999998,0.6596627315927889,-1.9848421640663432,Critical,"PV power below expected >20% - inspect inverter/string, soiling, shading or curtailment",temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 12:30:00,2025-03-02,949.9,33.6,57.3,1.2,38.156886937749995,35.645,2.511886937749992,6.583049979543512,10.982,0.9341695002045649,0.0,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 13:00:00,2025-03-02,916.5,33.6,57.5,1.3,36.787107093749995,33.265,3.5221070937499945,9.574297551514695,11.049999999999999,0.904257024484853,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 13:30:00,2025-03-02,879.8,33.7,56.5,0.9,35.449000577499994,33.131,2.318000577499994,6.538973002729062,10.71,0.9346102699727094,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 14:00:00,2025-03-02,785.4,33.8,54.2,0.8,31.922575146,29.998,1.9245751459999987,6.028884377898172,9.928,0.9397111562210183,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 14:30:00,2025-03-02,464.0,33.4,47.3,1.0,19.35048084,19.948,-0.5975191600000009,-3.087877582684405,7.581999999999998,1.030878775826844,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 15:00:00,2025-03-02,459.0,32.7,45.1,1.1,19.2968912925,18.673,0.6238912925000015,3.2331181382696883,6.834,0.9676688186173031,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 15:30:00,2025-03-02,382.2,31.9,42.0,0.9,16.249911405,16.558,-0.30808859500000096,-1.8959401520503305,5.779999999999999,1.0189594015205032,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 16:00:00,2025-03-02,309.0,31.7,38.6,1.0,13.298871779999997,13.194,0.1048717799999963,0.7885765178795965,4.6240000000000006,0.9921142348212041,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,True,none,
2025-03-02 16:30:00,2025-03-02,185.8,30.8,34.6,1.1,8.110563896,8.0387,0.07186389599999998,0.8860530158136365,3.2640000000000002,0.9911394698418636,,Normal,No action,temp_pv_c,-0.0034,0.95,47.5,False,none,
2025-03-02 17:00:00,2025-03-02,82.2,29.1,30.5,1.0,3.6399115575,3.4048000000000003,0.2351115574999998,6.459265665825173,1.8699999999999999,0.9354073433417482,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 17:30:00,2025-03-02,17.1,27.7,27.1,0.8,0.7661280082499999,0.6452,0.12092800824999994,15.7843084899383,0.7140000000000005,0.842156915100617,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 18:00:00,2025-03-02,1.0,26.8,24.3,0.6,0.0452323975,0.0,0.0452323975,100.0,0.0,0.0,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 18:30:00,2025-03-02,0.0,26.2,22.9,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 19:00:00,2025-03-02,0.0,25.6,22.5,0.4,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 19:30:00,2025-03-02,0.0,25.1,22.3,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 20:00:00,2025-03-02,0.0,24.9,22.2,0.3,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 20:30:00,2025-03-02,0.0,25.0,22.0,0.6,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 21:00:00,2025-03-02,0.0,24.3,21.8,0.7,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 21:30:00,2025-03-02,0.0,23.6,21.6,0.7,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 22:00:00,2025-03-02,0.0,23.3,21.5,0.4,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 22:30:00,2025-03-02,0.0,23.1,21.3,0.4,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 23:00:00,2025-03-02,0.0,22.8,21.2,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-02 23:30:00,2025-03-02,0.0,22.9,21.1,0.7,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-03 00:00:00,2025-03-03,0.0,22.6,21.0,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-03 00:30:00,2025-03-03,0.0,22.1,20.8,0.5,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-03 01:00:00,2025-03-03,0.0,21.9,20.5,0.4,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
2025-03-03 01:30:00,2025-03-03,0.0,21.7,20.6,0.4,0.0,0.0,,,0.0,,,Not evaluated,Low irradiance or nighttime - do not evaluate PV loss,temp_pv_c,-0.0034,0.95,47.5,False,low_irradiance_not_evaluated,Low irradiance or nighttime; PV loss percentage is not evaluated.
