month,energy_expected_mwh,energy_measured_mwh,avg_loss_percent,median_loss_percent,avg_temperature_loss_percent,avg_pr_proxy,warning_count,critical_count,curtailment_count,energy_loss_mwh,energy_loss_percent
2025-03,7283.414917847374,6544.941699999999,9.39848965134488,8.429083227211187,7.084819672131148,0.9060151034865511,253,73,14,738.473217847375,10.139106808782934
2025-04,6933.880933653512,5839.9367,14.924880816195097,13.931110050621202,7.004195811518325,0.850751191838049,425,143,12,1093.9442336535121,15.776795767346771
