scope,rows,energy_expected_mwh,energy_measured_mwh,energy_loss_mwh,energy_loss_percent,avg_loss_percent,median_loss_percent,avg_pr_proxy,warning_count,critical_count
overall_valid_kpi,900,12647.960120169386,11074.90915,1573.0509701693863,12.437191098198367,11.835293660725306,11.299928451829446,0.8816470633927469,360,144
month_2025-03,451,6419.757465351875,5780.28425,639.4732153518753,9.96101829084948,9.323516038057072,8.1663260816175,0.9067648396194292,123,44
month_2025-04,449,6228.202654817513,5294.624900000001,933.577754817512,14.98952115977456,14.35825960242547,13.425245205894882,0.8564174039757453,237,100
